Product,ProductId,Brand,Quantity,Unit,Barcode,Category,Price,UnitPrice,SpecialPrice,BestPrice30,AnchorPrice
KIKIRIKI U TJES CHILI 60g MOGYI,90063647,MOGYI,0.06 kg,ko,5997347542049,HRANA,0.8,13.33,,,0.8
MIX FIT XXL 150 g MOGY,90914716,MOGYI,0.15 kg,ko,5997347539797,HRANA,1.99,13.27,,,1.99
MIX PROTEIN XXL 150 g MOGY,90914718,MOGYI,0.15 kg,ko,5997347539803,HRANA,1.99,13.27,,,1.99
KISELO VRHNJE MOJA KRAVICA 20% 750g,90296201,MOJA KRAVICA,0.75 kg,ko,8601500120742,HRANA,2.99,3.99,,,2.99
ULJE MASLI EX DJ  GRANFRUT 500ml MONINI,90377966,MONINI,0.50 l,ko,80056591,HRANA,10.49,20.98,,,10.49
ULJE MASLINOVO EXTRA DJ 0.5L MONIN,03210062,MONINI,0.50 l,ko,80053828,HRANA,7.99,15.98,,,7.99
ULJE MASLINOVO EX DJ 0.25L MONIN,90048519,MONINI,0.25 l,ko,80053811,HRANA,4.49,17.96,,,4.49
ULJE MASLINOVO EX DJEV MONINI 1L,03212202,MONINI,1.00 l,ko,80053835,HRANA,12.99,12.99,,,12.99
FLASTER LOLA CLASSIC 20/1,06500274,LOLA,20.00 ko,ko,3858881104099,TOALETNE POTREPŠTINE,1.65,0.08,,,1.65
VATA LOLA CIK CAK 100g       0619,06500797,LOLA,0.10 kg,ko,3858881100619,TOALETNE POTREPŠTINE,2.05,20.5,,,2.05
LOLA BABY PAMUČNE BLAZINICE A50+10,90372982,LOLA,60.02 ko,ko,3858881100411,TOALETNE POTREPŠTINE,3.05,0.05,,,3.05
VATA HIG LOLA 100g 1702  0022,06501257,LOLA,0.10 kg,ko,3858881100022,TOALETNE POTREPŠTINE,2.05,20.5,,,2.05
ŠTAPIĆI LO&LA BABY 200/1 PAP,90486317,LOLA,0.20 ko,ko,3858890795264,TOALETNE POTREPŠTINE,1.49,7.45,,,1.49
FLASTER LOLA ULTRA VODOOTP 12/1,06500273,LOLA,12.00 ko,ko,3858890792829,TOALETNE POTREPŠTINE,1.69,0.14,,,1.69
VATA HIG LOLA 50g 1701       0015,06501244,LOLA,0.05 kg,ko,3858881100015,TOALETNE POTREPŠTINE,1.29,25.8,,,1.29
ŠTAPIĆI LO&LA BABY 60/1 PAP,90486315,LOLA,60.02 ko,ko,3858890795240,TOALETNE POTREPŠTINE,1.49,0.02,,,1.49
KREMA LOREAL REVITALIFT NOĆNA 50ML,06596044,LOREAL,0.05 l,ko,3600520160771,KOZMETIKA,14.49,289.8,,,14.49
KREMA LOREAL DE AGE SPEC 65+ NOĆ 50ML,90282093,LOREAL,0.05 l,ko,3600523408979,KOZMETIKA,9.99,199.8,,,9.99
KREMA LOREAL AGE SPEC 35+ DNE 50ML,90089952,LOREAL,0.05 l,ko,3600522550051,KOZMETIKA,9.99,199.8,,,9.99
KREMA LOREAL REVITAL LASER DN 50ML,90056496,LOREAL,0.05 l,ko,3600523550661,KOZMETIKA,20.49,409.8,,,20.49
KREMA LOREAL AGE SPEC 45+ DNE 50ML,90089967,LOREAL,0.05 l,ko,3600522550129,KOZMETIKA,9.99,199.8,,,9.99
KREMA LOREAL REVITALIFT DN 50ML,06596043,LOREAL,0.05 l,ko,3600520160764,KOZMETIKA,14.49,289.8,,,14.49
KREMA LICE LOREAL DE HYALURON 50ml,90478317,LOREAL,0.05 l,ko,3600523775699,KOZMETIKA,9.99,199.8,,,9.99
KREMA LOREAL DE HYALUR  NOĆNA 50ml,90483540,LOREAL,0.05 l,ko,3600523775644,KOZMETIKA,,167.6,8.38,9.99,9.99
VINO ROSE KV 0.75L VINA LAGUNA,90311384,LAGUNA,0.75 l,ko,3858881190221,PIĆE,6.25,8.33,,,5.35
VINO MERLOT 1L VINA LAGUNA,90311375,LAGUNA,1.00 l,ko,3858881190818,PIĆE,5.45,5.45,,,5.45
VINO MALVAZIJA 0.75L VINA LAGUNA,90311356,LAGUNA,0.75 l,ko,3858881190443,PIĆE,8.85,11.8,,,8.85
VINO CAB SAUVIG 1L VINA LAGUNA,90311373,LAGUNA,1.00 l,ko,3858881190825,PIĆE,5.35,5.35,,,5.35
HIG ULOŠCI ZA RODILJE LOLA LADY 10/1,90568377,LOLA LADY,10.00 ko,ko,3858890795387,TOALETNE POTREPŠTINE,2,0.2,,,2
HIG UL LOLA LADY PLAST 10/1,06501260,LOLA LADY,10.00 ko,ko,3858881100053,TOALETNE POTREPŠTINE,2.15,0.22,,,2.15
HIG UL LOLA LADY SPEC 10/1,06501367,LOLA LADY,10.00 ko,ko,3858881100060,TOALETNE POTREPŠTINE,2.15,0.22,,,2.15
PROTEIN BAR 50% CHOCO-BANANA 50g,90568641,PROSERIES,0.05 kg,ko,3858892299340,HRANA,1.99,39.8,,,1.99
NAMAZ  PEANUT BUTTER SMOOTH 1000g,90568624,PROSERIES,1.00 kg,ko,3858892299623,HRANA,11.99,11.99,,,11.99
KRUŠNE MRVICE SA SEZAMOM 500g MOJ KR,90291763,MOJ KRUH,0.50 kg,ko,3859892992033,HRANA,1.55,3.1,,,1.55
KOLAČIĆ SREĆE 6.5 g,90349127,KOLAČIĆ SREĆE,0.01 kg,ko,8607000098512,HRANA,0.29,44.62,,,0.29
ČOKOLADNE BANANE 17/1 289 g EVROPA,90895080,LEVENTIĆ,0.29 kg,ko,5310002154218,HRANA,2.79,9.65,,,2.79
HIG UL LIBRESSE UT LARGE NIGHT 8/1,90732941,LIBRESSE,8.00 ko,ko,7322540960235,TOALETNE POTREPŠTINE,2,0.25,,,2
DN UL LIBRESSE EXT NORM 58/1,90047670,LIBRESSE,58.01 ko,ko,7322540276855,TOALETNE POTREPŠTINE,3.19,0.05,,,3.19
HIG UL LIBRESSE MAXI GOODNIGHT DUO,06500235,LIBRESSE,20.00 ko,ko,7322540576450,TOALETNE POTREPŠTINE,3.69,0.18,,,3.69
DN UL LIBRESSE EXTRA 2u1 24/1,06507017,LIBRESSE,24.00 ko,ko,7322540062656,TOALETNE POTREPŠTINE,1.95,0.08,,,1.95
DN UL LIBRESSE EXTRA NORMAL 32/1,06500150,LIBRESSE,32.00 ko,ko,7322541195315,TOALETNE POTREPŠTINE,1.95,0.06,,,1.95
HIG UL LIBRESSE ALOE VER CAM NORM DUO 20/1,90363581,LIBRESSE,20.00 ko,ko,7322540344011,TOALETNE POTREPŠTINE,3.05,0.15,,,3.05
HIG UL LIBRESSE MAXI NORM CL 10/1,06502161,LIBRESSE,10.00 ko,ko,7310790088137,TOALETNE POTREPŠTINE,2.25,0.23,,,2.25
HIG UL LIBRESSE INV NORM CL DUO 20/1,06500091,LIBRESSE,20.00 ko,ko,7322541194998,TOALETNE POTREPŠTINE,2.89,0.14,,,2.89
HIG UL LIBRESSE ULTRA DUO 16/1,90484589,LIBRESSE,16.00 ko,ko,7322540960273,TOALETNE POTREPŠTINE,3.05,0.19,,,3.05
HIG UL LIBRESSE MAXI SUP CLIP 9,06502162,LIBRESSE,9.00 ko,ko,7322540591927,TOALETNE POTREPŠTINE,2.25,0.25,,,2.25
HIG UL LIBRESSE ULT NIG EXT WING 8/1,90311559,LIBRESSE,8.00 ko,ko,7322540918281,TOALETNE POTREPŠTINE,2,0.25,,,2
HIG UL LIBRESSE CLASSIC NORM 20/1,90093297,LIBRESSE,20.00 ko,ko,7322540063547,TOALETNE POTREPŠTINE,1.55,0.08,,,1.55
HIG UL LIBRESSE NAT NOR CL DUO 20/1,06500369,LIBRESSE,20.00 ko,ko,7322541237275,TOALETNE POTREPŠTINE,3.05,0.15,,,3.05
HIG UL LIBRESSE INV SUP CL DUO 16/1,06500092,LIBRESSE,16.00 ko,ko,7322541195056,TOALETNE POTREPŠTINE,3.05,0.19,,,3.05
HIG UL LIBRESSE MAXI GOODNIGHT 10/1,06502379,LIBRESSE,10.00 ko,ko,7322541192543,TOALETNE POTREPŠTINE,1.99,0.2,,,1.99
BOMBON HAPPY MIX TVRDI 1000g LIKING,04194472,LIKING,1.00 kg,ko,8002415801007,HRANA,6.95,6.95,,,6.95
BOMBON VOĆNE KARAMELE 350g LIKING,04194473,LIKING,0.35 kg,ko,8002415500146,HRANA,3.09,8.83,,,3.09
DET LIKVI BALS PEACH&MINT 900 ml,90899752,LIKVI,0.90 l,ko,3850105189530,SREDSTVA ZA ČIŠĆENJE,2.55,2.83,,,2.55
DET LIKVI ULTRA FRESH 900ml,90369960,LIKVI,0.90 l,ko,3850105170286,SREDSTVA ZA ČIŠĆENJE,2.52,2.8,,,2.52
DET LIKVI ULTRA FRESH 1.35L,90381938,LIKVI,1.35 l,ko,3850105170330,SREDSTVA ZA ČIŠĆENJE,3.49,2.59,,,3.49
DET LIKVI BALS 2IN1 CAM 900ml,90369967,LIKVI,0.90 l,ko,3850105170682,SREDSTVA ZA ČIŠĆENJE,2.52,2.8,,,2.52
DET LIKVI BALS PEACH&MINT 450 ml,90899746,LIKVI,0.45 l,ko,3850105189509,SREDSTVA ZA ČIŠĆENJE,1.39,3.09,,,1.39
DET LIKVI ULTRA FRESH 4L,90663013,LIKVI,4.00 l,ko,3850105174802,SREDSTVA ZA ČIŠĆENJE,5.99,1.5,,,0.1
DET LIKVI ULTRA ORIGINAL 900ml,90369962,LIKVI,0.90 l,ko,3850105170385,SREDSTVA ZA ČIŠĆENJE,2.52,2.8,,,2.52
DET LIKVI ULTRA HYGIENIC 900ml,90369965,LIKVI,0.90 l,ko,3850105170460,SREDSTVA ZA ČIŠĆENJE,2.52,2.8,,,2.52
DET LIKVI ULTRA FRESH 2X900 ml,90839725,LIKVI,1.80 l,ko,3850105174291,SREDSTVA ZA ČIŠĆENJE,2.99,1.66,,,4.98
DET LIKVI ULTRA LAVANDA SMILJE 450ml,90365163,LIKVI,0.45 l,ko,3850105170583,SREDSTVA ZA ČIŠĆENJE,1.39,3.09,,,1.39
DET LIKVI ECO ACT NAT 450ml,90362447,LIKVI,0.45 l,ko,3850105169822,SREDSTVA ZA ČIŠĆENJE,1.39,3.09,,,1.39
LIKVI SUPREME AIO 67TAB,90825982,LIKVI,66.98 ko,ko,3850105187130,SREDSTVA ZA ČIŠĆENJE,23.99,0.36,,,26.99
LIKVI SUPREME AIO 22TAB,90825971,LIKVI,22.00 ko,ko,3850105187079,SREDSTVA ZA ČIŠĆENJE,10.99,0.5,,,6.99
LIKVI SUPREME AIO 53TAB,90825975,LIKVI,52.99 ko,ko,3850105187109,SREDSTVA ZA ČIŠĆENJE,18.99,0.36,,,23.99
DET LIKVI BALS 2IN1 CAMOMILLE 450ml,90382661,LIKVI,0.45 l,ko,3850105170637,SREDSTVA ZA ČIŠĆENJE,1.39,3.09,,,1.39
DET LIKVI ULTRA ORIGINAL 450ml,90369958,LIKVI,0.45 l,ko,3850105170231,SREDSTVA ZA ČIŠĆENJE,1.39,3.09,,,1.39
DET LIKVI ULTRA FRESH 450ml,90365160,LIKVI,0.45 l,ko,3850105170101,SREDSTVA ZA ČIŠĆENJE,1.39,3.09,,,1.39
LIKER LIMONCE 0.5L 25%,03080551,LIMONCE,0.50 l,ko,8000440112815,PIĆE,10.05,20.1,,,10.05
BRAŠNO KUKURUZNO  BIJELO  1 KG IZIDOR,90453569,IZIDOR,1.00 kg,ko,3859893567025,HRANA,1.72,1.72,,,1.72
"PALENTA ŽUTA 500g IZIDOR ",90453596,IZIDOR,0.50 kg,ko,3859893567018,HRANA,1.19,2.38,,,1.19
PALENTA BIJELA 500G IZIDOR,90453593,IZIDOR,0.50 kg,ko,3859893567032,HRANA,1.39,2.78,,,1.39
GEL TUŠ K PLUS OLEA ORH/KAŠ 300ml,90089196,OLEA,0.30 l,ko,3850334103178,KOZMETIKA,1.19,3.97,,,1.19
GEL TUŠ K PLUS OLEA BADEM 300ml,90089137,OLEA,0.30 l,ko,3850334103406,KOZMETIKA,1.19,3.97,,,1.19
SAPUN TEK K PLUS OLEA ALOE/JOG 500ml,06514017,OLEA,0.50 l,ko,3850334567543,KOZMETIKA,1.45,2.9,,,1.45
GEL TUŠ K PLUS OLEA SPA MIN 300ml,90089204,OLEA,0.30 l,ko,3850334103420,KOZMETIKA,1.19,3.97,,,1.19
GEL TUŠ K PLUS OLEA MI&HO 300ml,06520183,OLEA,0.30 l,ko,3850334103215,KOZMETIKA,1.19,3.97,,,1.19
ŠAMPON OLEA 7 TRAVA 500ml,90735082,OLEA,0.50 l,ko,3850334073310,KOZMETIKA,1.39,2.78,,,1.39
MLIJEKO OLEA DJ F30 SPRAY 200ml,90360513,OLEA,0.20 l,ko,3850334153876,KOZMETIKA,7.99,39.95,,,7.99
SAPUN TEK K PLUS OLEA ORH/CAS 500ml,90097689,OLEA,0.50 l,ko,3850334567482,KOZMETIKA,1.45,2.9,,,1.45
SAPUN TEK K PLUS OLEA ROS/JOG 500ml,06514016,OLEA,0.50 l,ko,3850334567390,KOZMETIKA,1.45,2.9,,,1.45
MLIJEKO TIJ OLEA RICH 500ml,90735096,OLEA,0.50 l,ko,3850334100085,KOZMETIKA,1.99,3.98,,,1.99
SAPUN TEK K PLUS OLEA MILK/HON 500ml,90097699,OLEA,0.50 l,ko,3850334567574,KOZMETIKA,1.45,2.9,,,1.45
BOMBONI MENTOL LIMUN MED 100g,90036914,KANDIT,0.10 kg,ko,3858881049789,HRANA,0.96,9.6,,,0.96
CHOCO BANANA 280g KANDIT,90296114,KANDIT,0.28 kg,ko,3858889865466,HRANA,3.99,14.25,,,3.69
ČOKOLADA ZA KUHANJE 200g KANDIT,04211370,KANDIT,0.20 kg,ko,3858881040298,HRANA,3.99,19.95,,,3.99
KAKAO PRAH 100g KANDIT,04210919,KANDIT,0.10 kg,ko,3858881044012,HRANA,3.09,30.9,,,3.09
DESERT RUM PLOČICE 45g,04221798,KANDIT,0.05 kg,ko,3858881042186,HRANA,0.89,19.78,,,0.75
ČOKOLADA ZA KUHANJE  XXL 400 g KANDIT,90835098,KANDIT,0.40 kg,ko,3858889866753,HRANA,4.99,12.48,,,4.99
BOMBON MENTOL ZELENI 100g KANDIT,04191025,KANDIT,0.10 kg,ko,3858881043466,HRANA,0.96,9.6,,,0.96
BOMBON CONFETTINO TULJAC 30g,04192257,KANDIT,0.03 kg,ko,3858881042858,HRANA,1.15,38.33,,,1.15
ČOKO CIJELI LJEŠNJ KANDIT 220g FLOW PACK,90642979,KANDIT,0.22 kg,ko,3856024803946,HRANA,4.89,22.23,,,4.89
ČOKOLADA ZA KUHANJE 300g KANDIT,90057821,KANDIT,0.30 kg,ko,3858881048997,HRANA,5.39,17.97,,,5.39
ČOK ZA KUHANJE DESSERT CHEF BIJELA 200G,90258742,KANDIT,0.20 kg,ko,3858889864360,HRANA,5.39,26.95,,,5.39
PRALINE ČOKOL SLAVONIJA 280 g KANDIT,90904670,KANDIT,0.28 kg,ko,3856024806084,HRANA,2.99,10.68,,,2.99
PRELJEV KAKAO DESS.CHEF 270g KANDIT,90060149,KANDIT,0.27 kg,ko,3858881049093,HRANA,3.99,14.78,,,3.99
PRALINE RUM 280g KANDIT,90308683,KANDIT,0.28 kg,ko,3858889866890,HRANA,4.05,14.46,,,3.69
BOMBON ŽELE KOCKA SLAVONIJA 320 g KA,90834916,KANDIT,0.32 kg,ko,3856024805810,HRANA,1.99,6.22,,,1.99
BOMBON ŽELE KOCKA 320g KANDIT,90523136,KANDIT,0.32 kg,ko,3856024802338,HRANA,2.69,8.41,,,2.55
ČOKOLADA PRAH 100g KANDIT,04210922,KANDIT,0.10 kg,ko,3858881044043,HRANA,2.89,28.9,,,2.89
BOM ŽELE KOCKA MARACUJA 320 g KANDIT,90915112,KANDIT,0.32 kg,ko,3856024806138,HRANA,2.49,7.78,,,2.49
ČOKO TUTTI FRUTTI KANDIT 210g FLOW PACK,90642977,KANDIT,0.21 kg,ko,3856024803908,HRANA,4.19,19.95,,,4.19
ČOK NOUGAT MAGIC KANDI 80g,90705579,KANDIT,0.08 kg,ko,3856024804929,HRANA,1.85,23.13,,,1.85
ČOK WHITE MAGIC COCONUT  KANDI 80g,90705577,KANDIT,0.08 kg,ko,3856024804905,HRANA,1.85,23.13,,,1.85
MIX BEACH PAKET 670 g KANDIT,90915288,KANDIT,0.67 kg,ko,3856024806176,HRANA,6.99,10.43,,,6.99
ČOKOLADA LJEŠNJAK KANDIT 210g FLOW PACK,90642972,KANDIT,0.21 kg,ko,3856024803885,HRANA,4.19,19.95,,,4.19
ČOKOL KANDI TUTTI FRUTTI 80g,90069870,KANDIT,0.08 kg,ko,3858881046610,HRANA,1.85,23.13,,,1.85
ČOKOLADA KANDI LJEŠNJAK 80g,90047113,KANDIT,0.08 kg,ko,3858881046665,HRANA,1.85,23.13,,,1.85
ČOKOLADA KANDI NUGASSO 90g,90047123,KANDIT,0.09 kg,ko,3858881046726,HRANA,1.85,20.56,,,1.85
CHOCO BANANA MARACUJA 280 g KANDIT,90915103,KANDIT,0.28 kg,ko,3856024806152,HRANA,2.49,8.89,,,2.49
ČOKOLADA KANDI MLIJEČNA 220g FLOW PACK,90672938,KANDIT,0.22 kg,ko,3856024803922,HRANA,4.19,19.05,,,4.19
ČOKOLADA MILKY PLUS 90g KANDI,90059584,KANDIT,0.09 kg,ko,3858881047693,HRANA,1.69,18.78,,,1.69
ČOKOLADA KANDI MLIJEČNA 80g,90047116,KANDIT,0.08 kg,ko,3858881046689,HRANA,1.03,12.88,,,1.03
ČOKOLADA CONFETTINO 100g KANDI,90047106,KANDIT,0.10 kg,ko,3858881046801,HRANA,1.85,18.5,,,1.85
PIVO KARLOV CRNO 0.5L POV AMB,03130040,KARLOVAČKO,0.50 l,ko,3850103001520,PIĆE,1.19,2.38,,,1.19
PIVO KARLOVAČKO 0.5L LIMENKA,03130443,KARLOVAČKO,0.50 l,ko,3850103002312,PIĆE,1.49,2.98,,,1.49
PIVO KARLOVAČKO 0.33L LIM KARLOV,03130252,KARLOVAČKO,0.33 l,ko,3850103902582,PIĆE,1.15,3.48,,,1.15
PIVO KARLOVAČKO 0.0% 0.5L POV,90295806,KARLOVAČKO,0.50 l,ko,3850103901196,PIĆE,1.19,2.38,,,1.19
PIVO KARLOVAČKO RADLER GREJP 0.5L PB,90884831,KARLOVAČKO,0.50 l,ko,3850103902858,PIĆE,1.25,2.5,,,1.25
PIVO KARLOVAČKO CRNO 0.5L LIMENKA,90144311,KARLOVAČKO,0.50 l,ko,3850103005511,PIĆE,1.69,3.38,,,1.49
PIVO KARLOVAČKO 0.5L BOCA POV AMB KP,03130207,KARLOVAČKO,0.50 l,ko,3850103000820,PIĆE,1.19,2.38,,,1.19
PIVO KARLOVAČKO RAD LIMUN 4PACK 0.5L,90775167,KARLOVAČKO,2.00 l,ko,3850103001995,PIĆE,5.69,2.85,,,5.69
PIVO KARLOVAČKO LIMUN 0.5L PB,03130788,KARLOVAČKO,0.50 l,ko,3850103002213,PIĆE,1.25,2.5,,,1.25
PIVO KARLOVAČKO 6PACK 0.33L,90319515,KARLOVAČKO,1.98 l,ko,3850103902605,PIĆE,5.79,2.92,,,5.79
PIVO KARLOVAČKO SVIJETLO LIM 0.5L 4P,90533244,KARLOVAČKO,2.00 l,ko,3850103001476,PIĆE,5.35,2.68,,,5.35
PIVO KARLOVAČKO 0.5L  LIM 6 PAK,90573287,KARLOVAČKO,3.00 l,ko,3850103902360,PIĆE,7.69,2.56,,,7.69
ČAJ KOMORAČ TR.PRIR. 30g OM FRANCK,04092223,FRANCK,0.03 kg,ko,3858881086753,HRANA,2.49,75.45,,,2.49
ČAJ ZELENI K 70g MAXI FRANCK,04090867,FRANCK,0.07 kg,ko,3858881086661,HRANA,3.29,47,,,3.29
INSTANT KAVA CLASSIC LIM 200g FRANCK,04070425,FRANCK,0.20 kg,ko,3850291055220,HRANA,8.19,40.95,,,8.19
"KAVOVINA CIKORIJA VR 250g FRANCK ",90707118,FRANCK,0.25 kg,ko,3850291054087,HRANA,2.49,9.96,,,2.49
ČAJ MARELICA FILT OMOT 60g FRANCK,04091003,FRANCK,0.06 kg,ko,3858881082076,HRANA,2.49,41.5,,,2.29
ČAJ JABUKA CIMET K 60g FRANCK,04093713,FRANCK,0.06 kg,ko,3858881082694,HRANA,2.49,41.5,,,2.49
CAPPUCCINO BAJADERA 8/1 148g FRANCK,90825459,FRANCK,0.15 kg,ko,3850291055459,HRANA,4.29,28.99,,,4.29
CAPP FR BŠ 112g KUT,90281769,FRANCK,0.11 kg,ko,3858881088382,HRANA,3.89,34.73,,,3.89
CAPP FR ČOK 144g KUT,90281755,FRANCK,0.14 kg,ko,3858881088320,HRANA,3.89,27.01,,,3.89
CAPP FR NOUGAT KUT 148g,90308377,FRANCK,0.15 kg,ko,3858881088627,HRANA,3.89,26.28,,,3.89
ČAJ RUŽM LIM BEESTRO 20/1 50g FRANCK,90750538,FRANCK,0.05 kg,ko,3850291055190,HRANA,3.29,65.8,,,2.99
CAPP FR KOKOS BIJE ČOK KUT 148g,90281767,FRANCK,0.15 kg,ko,3858881088351,HRANA,3.89,26.28,,,3.89
PALENTA MAXX 540g  FRANCK,04030846,FRANCK,0.54 kg,ko,3858881083882,HRANA,,2.02,1.09,1.39,1.39
CAPPUCCINO FONTANA 8/1 144g FRANCK,90825457,FRANCK,0.14 kg,ko,3850291055466,HRANA,3.89,27.01,,,3.89
CAPP FR IRISH CR 160g KUT,90281757,FRANCK,0.16 kg,ko,3858881088344,HRANA,3.89,24.31,,,3.89
INSTANT KAVA GOLD BOČ 2X100 g FRANCK,90914791,FRANCK,0.20 kg,ko,3850291055930,HRANA,7.98,39.9,,,7.98
CAPP FR BK 112G KUT,90281762,FRANCK,0.11 kg,ko,3858881088375,HRANA,3.89,34.73,,,3.89
INSTANT ICE COFFEE 85 g FRANCK,90915278,FRANCK,0.09 kg,ko,3850291055619,HRANA,5.49,64.59,,,5.49
CAPPUCCINO GRIOTTE 8/1 144g FRANCK,90825455,FRANCK,0.14 kg,ko,3850291055442,HRANA,3.89,27.01,,,3.89
CAPP FR VAN CREAM 148g KUT,90281759,FRANCK,0.15 kg,ko,3858881088337,HRANA,3.89,26.28,,,3.89
CAPP FR CLASSIC 112g KUT,90281750,FRANCK,0.11 kg,ko,3858881088313,HRANA,3.89,34.73,,,3.89
VINO PINOT GRIGIO FREIXENET 0.75L,90424811,FREIXENET,0.75 l,ko,8410036808433,PIĆE,10.05,13.4,,,10.05
"VINO CHIANTI FREIXENET 0.75l ",90424806,FREIXENET,0.75 l,ko,8410036808419,PIĆE,10.05,13.4,,,10.05
PJENUŠAC FREIXENET CORD NEGRO BRUT 0.75L,03030023,FREIXENET,0.75 l,ko,8410036009090,PIĆE,11.99,15.99,,,11.99
"VINO ITALIAN ROSE FREIXENET 0.75L ",90424805,FREIXENET,0.75 l,ko,8410036808396,PIĆE,10.05,13.4,,,10.05
PJENUŠAC FREIXENET C NEVADA 0.75L,03030024,FREIXENET,0.75 l,ko,8410036002015,PIĆE,9.99,13.32,,,9.99
GAMBERI FRESCO 350g LEDO,90422956,FRESCO,0.35 kg,ko,3850116036625,HRANA,5.49,15.7,,,5.49
SIR POLUTVRDI RIBANI PIZZAMIX 200g,90055132,FRISCHPACK,0.20 kg,ko,4004164019485,HRANA,3.29,16.45,,,3.29
FRISKIES PICNIC GOVEDINA 42G,90170703,FRISKIES,0.04 kg,ko,7613035219816,PROIZVODI ZA KUĆANSTVO,0.79,18.81,,,0.79
