Product,ProductId,Brand,Quantity,Unit,Barcode,Category,Price,UnitPrice,SpecialPrice,BestPrice30,AnchorPrice
MLIJEKO UHT 2.8% MM 1L TE,90381469,Z BREGOV,1.00 l,ko,3850108020908,HRANA,,0.94,0.94,0.94,1.02
MASLAC 250g VINDIJA,02180362,Z BREGOV,0.25 kg,ko,3850108060102,HRANA,,11.4,2.85,2.85,2.99
JOGURT 2.8% 1000g PET BOCA VINDIJA,90513894,Z BREGOV,1.00 kg,ko,3850108037388,HRANA,2.55,2.55,,,2.55
KEFIR SUPER 3%MM 750g Z BREGOV,90732927,Z BREGOV,0.75 kg,ko,3850108037548,HRANA,2.15,2.87,,,2.15
SIR TVRDI OVIDUR 1/4 KRIŠKA VINDIJA,90410418,Z BREGOV,1.00 kg,kg,3850108052862,HRANA,,23.99,23.99,23.99,31.49
NAPITAK PROTEIN ČOK UHT 0.5L VINDIJA,90404992,Z BREGOV,0.50 l,ko,3850108023664,HRANA,2.59,5.18,,,2.59
KEFIR 3.5%MM TREX 1000G VINDIJA,90268103,Z BREGOV,1.00 kg,ko,3850108030488,HRANA,,2.09,2.09,2.09,2.49
KISELO VRHNJE 25% MM 900g,90240833,Z BREGOV,0.90 kg,ko,3850108036411,HRANA,4.69,5.21,,,4.69
JOGURT VOĆNI JAGODA 150g VINDIJA,90229161,Z BREGOV,0.15 kg,ko,3850108037838,HRANA,,3.27,0.49,0.49,0.67
ČOKOLADNO JAJE BARBIE 20g ZAINI,90804852,ZAINI,0.02 kg,ko,80712756,HRANA,1.35,67.5,,,1.25
PERECI SLANI 250g ZLATNO ZRNO,04025444,ZLATNO ZRNO,0.25 kg,ko,3859889360746,HRANA,2.69,10.76,,,2.69
ULJE MASLIN EX DJ 0.5L ZVIJEZDA,03210019,ZVIJEZDA,0.50 l,ko,3858882211574,HRANA,7.79,15.58,,,7.79
MARGARIN STOLNI  500g ZVIJ,02210226,ZVIJEZDA,0.50 kg,ko,3858882210553,HRANA,1.95,3.9,,,1.75
MARGARIN ZA KREME 250g ZVIJEZDA,02210235,ZVIJEZDA,0.25 kg,ko,3858882211611,HRANA,1.09,4.36,,,1.09
HREN 260g STAKLO ZVIJEZDA,90713493,ZVIJEZDA,0.26 kg,ko,3856015328472,HRANA,2.25,8.65,,,2.25
AJVAR BLAGI 700g ZVIJEZDA,01480215,ZVIJEZDA,0.70 kg,ko,3858882216128,HRANA,4.09,5.84,,,4.09
UMAK TARTAR 260g STAKLO ZVIJEZDA,90713485,ZVIJEZDA,0.26 kg,ko,3856015328441,HRANA,2.15,8.27,,,2.15
SALATA FRANCUSKA 1kg ZVIJEZDA,02202105,ZVIJEZDA,1.00 kg,ko,3858882216494,HRANA,5.99,5.99,,,5.99
KRASTAVAC DELIKATES 350g ZVIJEZDA,01520102,ZVIJEZDA,0.35 kg,ko,3856015303240,HRANA,3.09,8.83,,,3.09
KEČAP BLAGI 15g ZVIJEZDA,90296240,ZVIJEZDA,0.02 kg,ko,3856015316752,HRANA,0.28,18.67,,,0.28
MAJONEZA DELIKATES 620g ZVIJEZDA,90472944,ZVIJEZDA,0.62 kg,ko,3856015321879,HRANA,5.19,8.37,,,5.19
KEČAP BLAGI 1000g ZVIJEZDA,01490072,ZVIJEZDA,1.00 kg,ko,3858882210881,HRANA,3.09,3.09,,,2.79
UMAK HREN 260g STAKLO ZVIJEZDA,90713489,ZVIJEZDA,0.26 kg,ko,3856015328410,HRANA,2.25,8.65,,,2.25
ULJE BILJNO 1L PET ZVIJEZDA,03220065,ZVIJEZDA,1.00 l,ko,3858882210065,HRANA,1.75,1.75,,,1.75
CIKLA 360g ZVIJEZDA,01593514,ZVIJEZDA,0.36 kg,ko,3856015303813,HRANA,2.49,6.92,,,2.49
UMAK SALSA PIKANTNI 740 g ZVIJEZDA,90770099,ZVIJEZDA,0.74 kg,ko,3856015330529,HRANA,3.59,4.85,,,3.59
UMAK PIZZA 490g ZVIJEZDA,01491257,ZVIJEZDA,0.49 kg,ko,3858882212502,HRANA,2.15,4.39,,,2.15
KEČAP BLAGI 300 g ZVIJEZDA,90770109,ZVIJEZDA,0.30 kg,ko,3856015328236,HRANA,1.55,5.17,,,1.55
ULJE MASLIN EX DJ 0.75L ZVIJEZD,03210018,ZVIJEZDA,0.75 l,ko,3858882211567,HRANA,11.39,15.19,,,11.39
UMAK BBQ LJUTI 300 g ZVIJEZDA,90770115,ZVIJEZDA,0.30 kg,ko,3856015328205,HRANA,2.59,8.63,,,2.59
ULJE BUČINO 0.5L ZVIJEZDA,03210094,ZVIJEZDA,0.50 l,ko,3858882212052,HRANA,11.45,22.9,,,11.45
ULJE MASLINOVO EX DJ 0.25L ZVIJEZDA,90703183,ZVIJEZDA,0.25 l,ko,3856015327710,HRANA,4.69,18.76,,,4.69
ULJE MEDITERAN 1L ZVIJEZDA,90150112,ZVIJEZDA,1.00 l,ko,3856015309273,HRANA,3.29,3.29,,,3.29
ULJE MASLIN EX DJ 1L ZVIJEZD,03210017,ZVIJEZDA,1.00 l,ko,3858882211550,HRANA,14.59,14.59,,,14.59
ULJE OMEGOL 1L PET ZVIJEZDA,03220238,ZVIJEZDA,1.00 l,ko,3858882213011,HRANA,2.05,2.05,,,2.05
SENF DELIKATES TUBA 190 g ZVIJEZDA,90890076,ZVIJEZDA,0.19 kg,ko,3856015332493,HRANA,1.55,8.16,,,1.55
MARGARIN KLASIK 60% 250g ZVIJEZDA,90033637,ZVIJEZDA,0.25 kg,ko,3856015301901,HRANA,0.85,3.4,,,0.85
ULJE MEDITERAN 490 ml ZVIJEZDA,90649123,ZVIJEZDA,0.49 l,ko,3856015326355,HRANA,1.95,3.98,,,1.95
SALATA FRANCUSKA 220g ZVIJEZDA,90453074,ZVIJEZDA,0.22 kg,ko,3856015321787,HRANA,2.49,11.32,,,2.49
UMAK BBQ BLAGI 300 g ZVIJEZDA,90770113,ZVIJEZDA,0.30 kg,ko,3856015328175,HRANA,2.59,8.63,,,2.59
MAJONEZA 270g ZVIJEZDA,90432850,ZVIJEZDA,0.27 kg,ko,3856015322098,HRANA,3.29,12.19,,,3.29
GRAŠAK 265g ZVIJEZDA,01550504,ZVIJEZDA,0.27 kg,ko,3858882217057,HRANA,1.75,6.6,,,1.75
KEČAP BLAGI BEZ DOD ŠEĆ 500g ZVIJEZDA,90731066,ZVIJEZDA,0.50 kg,ko,3856015329134,HRANA,2.15,4.3,,,1.49
MASLINE ZELENE 400g ZVIJEZDA,01580710,ZVIJEZDA,0.40 kg,ko,3858882213738,HRANA,4.39,10.98,,,4.39
MASLINE ZELENE S PAP 200g ZVIJEZDA,01580216,ZVIJEZDA,0.20 kg,ko,3858882213790,HRANA,3.59,17.95,,,3.59
MASLINE ZELENE OTK 700g/ 340g ZVIJEZ,90428185,ZVIJEZDA,0.34 kg,ko,3856015322067,HRANA,4.89,14.38,,,4.89
OCAT ALKOHOLNI 3L ZVIJEZDA,03120072,ZVIJEZDA,3.00 l,ko,3858882211727,HRANA,3.39,1.13,,,3.39
SENF DELIKATES 290 g ZVIJEZDA,90890078,ZVIJEZDA,0.29 kg,ko,3856015332523,HRANA,1.85,6.38,,,1.85
OCAT VINSKI CRNO VINO 1L ZVIJEZDA,03120100,ZVIJEZDA,1.00 l,ko,3858882211154,HRANA,1.85,1.85,,,1.85
OCAT JABUČNI 1L ZVIJEZDA,03120033,ZVIJEZDA,1.00 l,ko,3858882210911,HRANA,1.85,1.85,,,1.85
MARGARIN STOLNI 250g ZVIJEZDA,02210021,ZVIJEZDA,0.25 kg,ko,3858882210102,HRANA,0.95,3.8,,,0.85
MASLINE CRNE 200g ZVIJEZDA,01580219,ZVIJEZDA,0.20 kg,ko,3858882213714,HRANA,3.29,16.45,,,3.29
MASLINE ZELENE PUNJ PAPR 400G/720ML ZVIJEZDA,01580211,ZVIJEZDA,0.40 l,ko,3858882213783,HRANA,4.89,12.23,,,4.89
KEČAP BLAGI 500g ZVIJEZDA,01490071,ZVIJEZDA,0.50 kg,ko,3858882210874,HRANA,2.05,4.1,,,1.49
MAJONEZA 85g VREĆ PVC ZVIJEZDA,90648352,ZVIJEZDA,0.09 kg,ko,3856015325228,HRANA,,9.98,0.85,0.85,0.85
METLA SOBNA VILEDA 3-ACTION DRŠKA,90168972,VILEDA,1.00 ko,ko,4023103173286,PROIZVODI ZA KUĆANSTVO,19.99,19.99,,,19.99
RUKAVICE VILEDA KUĆ SENS LEICH SRED,05570012,VILEDA,1.00 ko,ko,8001940003320,PROIZVODI ZA KUĆANSTVO,,3.28,3.28,2.79,4.19
SPUŽVE VILEDA ABRAZ RAINB 10/1 3241,05356025,VILEDA,10.00 ko,ko,4023103242944,PROIZVODI ZA KUĆANSTVO,3.89,0.39,,,3.89
SPUŽVA GLITZI CRYST 1/1 1017,05354913,VILEDA,1.00 ko,ko,3838447000294,PROIZVODI ZA KUĆANSTVO,1.75,1.75,,,1.75
KRPA NAVLAKA ZA VILEDA PRO SPRAY MOP,90373482,VILEDA,1.00 ko,ko,4023103199217,PROIZVODI ZA KUĆANSTVO,10.19,10.19,,,10.19
KRPA VILEDA MICROFIBRE COL 4/1,90303223,VILEDA,4.00 ko,ko,4023103192577,PROIZVODI ZA KUĆANSTVO,7.29,1.82,,,7.29
VIM CITRO 500g,08030796,VIM,0.50 kg,ko,3850105136404,SREDSTVA ZA ČIŠĆENJE,1.95,3.9,,,1.95
VINO SANGRIA DI LUNA 1L ČOKA,03017802,VIN ČOKA,1.00 l,ko,8600102938144,PIĆE,4.69,4.69,,,4.69
VINO ŽDREPČEVA KRV 1L ČOKA,03017798,VIN ČOKA,1.00 l,ko,8600102938076,PIĆE,4.49,4.49,,,4.49
VINO ŽDREPČEVA KRV 0.75L STOL ČOKA,03024246,VIN ČOKA,0.75 l,ko,8600102938083,PIĆE,4.49,5.99,,,4.49
NEG PIĆE MANDAR NAR VINDI 0.25L,03140721,VINDI,0.25 l,ko,3850108076202,PIĆE,0.65,2.6,,,0.65
NEKTAR VINDI MULTIVITAMIN 1L ČEP,90366126,VINDI,1.00 l,ko,3850108071238,PIĆE,1.65,1.65,,,1.65
NEKTAR+PIĆA VINDI MIX OKUSA 4X1L,90682932,VINDI,4.00 l,ko,3850108074390,PIĆE,4.39,1.1,,,4.39
NEG PIĆE COCKT NAR JAB 0.25L,03140857,VINDI,0.25 l,ko,3850108077209,PIĆE,0.65,2.6,,,0.65
NEG PIĆE MULTI ACE VINDI 1L,03160261,VINDI,1.00 l,ko,3850108071290,PIĆE,1.55,1.55,,,1.35
NEKTAR VINDI DISNEY JABUKA 1 L,90826109,VINDI,1.00 l,ko,3850108078190,PIĆE,1.75,1.75,,,1.75
NEKTAR VINDI BRESKVA KAŠ 1L,03142185,VINDI,1.00 l,ko,3850108079524,PIĆE,1.75,1.75,,,1.75
NEKTAR VINDI JABUKA 0.2L,90093114,VINDI,0.20 l,ko,3850108074581,PIĆE,0.59,2.95,,,0.59
NEKTAR VINDI BOROVNICA 1L,03140175,VINDI,1.00 l,ko,3850108074376,PIĆE,,1.59,1.59,2.05,2.05
SOK 100% VINDI JABUKA 2L,90732828,VINDI,2.00 l,ko,3850108076240,PIĆE,3.09,1.55,,,3.09
NEKTAR VINDI JABUKA 1L,03140290,VINDI,1.00 l,ko,3850108078756,PIĆE,1.65,1.65,,,1.65
LEDENI ČAJ BRESKVA 0.33 L,90889928,VINDI,0.33 l,ko,3850108072297,PIĆE,0.83,2.52,,,0.83
NEKTAR VINDI JABUKA 2L,03140893,VINDI,2.00 l,ko,3850108078749,PIĆE,2.59,1.3,,,2.59
NEKTAR BCE 1L ČEP,90366073,VINDI,1.00 l,ko,3850108072778,PIĆE,1.55,1.55,,,1.55
GAZ PIĆE VINDI TONIC WATER 1.5L,03163164,VINDI,1.50 l,ko,3850108071559,PIĆE,1.85,1.23,,,1.85
LEDENI ČAJ BRESKVA 0.2L VINDI,03160690,VINDI,0.20 l,ko,3850108077339,PIĆE,0.59,2.95,,,0.59
NEKTAR NARANČA 1L,90300927,VINDI,1.00 l,ko,3850108071351,PIĆE,1.65,1.65,,,1.65
NEKTAR VINDI DISNEY BOROVNICA 1 L,90826103,VINDI,1.00 l,ko,3850108078244,PIĆE,2.15,2.15,,,2.15
NEG PIĆE A+C+E VINDI 1.5 l,90800797,VINDI,1.50 l,ko,3850108072310,PIĆE,1.85,1.23,,,1.85
NEKTAR CRNI RIBIZ VINDI 1L,90785365,VINDI,1.00 l,ko,3850108074321,PIĆE,,1.59,1.59,2.05,2.05
NEKTAR VINDI MAREL KAŠ 1L,03142156,VINDI,1.00 l,ko,3850108079029,PIĆE,2.05,2.05,,,2.05
NEG PIĆE MULTI ACE VINDI 0.25L,03142009,VINDI,0.25 l,ko,3850108071306,PIĆE,0.65,2.6,,,0.65
LEDENI ČAJ MANGO 0.33 L,90889962,VINDI,0.33 l,ko,3850108072303,PIĆE,0.83,2.52,,,0.83
NEKTAR VINDI DISNEY BOROV +VIT. 0.2L,90731579,VINDI,0.20 l,ko,3850108078176,PIĆE,0.79,3.95,,,0.79
NEKTAR VINDI DISNEY JAB+CA+VIT 0.2L,90731582,VINDI,0.20 l,ko,3850108078183,PIĆE,0.65,3.25,,,0.65
NEG PIĆE VINDI NARANČA NEKTARINA 2L,90241146,VINDI,2.00 l,ko,3850108073072,PIĆE,2.59,1.3,,,2.59
SOK 100% HRVATSKA JABUKA VINDI 1 L,90785360,VINDI,1.00 l,ko,3850108078664,PIĆE,2.39,2.39,,,2.39
SOK 100% JABUKA CIJEĐENA VINDI 1 L,90785358,VINDI,1.00 l,ko,3850108074338,PIĆE,2.59,2.59,,,2.59
SOK 100% VINDI DISNEY NARANČA 0.2L,90731577,VINDI,0.20 l,ko,3850108075489,PIĆE,0.79,3.95,,,0.79
SOK 100% ANANAS 1L,90157056,VINDI,1.00 l,ko,3850108075380,PIĆE,2.69,2.69,,,2.69
NEKTAR VINDI DISNEY JAGODA 0.2 L,90826114,VINDI,0.20 l,ko,3850108075496,PIĆE,0.79,3.95,,,0.79
NEG PIĆE MULTI A+C+E VINDI 2L,03140896,VINDI,2.00 l,ko,3850108073379,PIĆE,2.59,1.3,,,2.59
NEKTAR VINDI DISNEY MULTI 0.2L,90731586,VINDI,0.20 l,ko,3850108078237,PIĆE,0.65,3.25,,,0.65
SOK 100% VINDI DISNEY JABUKA 0.2L,90731575,VINDI,0.20 l,ko,3850108075472,PIĆE,0.79,3.95,,,0.79
SOK 100% JABUKA 1L ČEP,90366067,VINDI,1.00 l,ko,3850108076776,PIĆE,2.05,2.05,,,2.05
NEKTAR VINDI DISNEY BRESKVA 0.2 L,90826111,VINDI,0.20 l,ko,3850108078305,PIĆE,0.79,3.95,,,0.79
NEKTAR VINDI DISNEY NARANČA 0.2L,90731584,VINDI,0.20 l,ko,3850108078220,PIĆE,0.65,3.25,,,0.65
NEGAZIRANO PIĆE MULTI B+C+E 2 L,90181029,VINDI,2.00 l,ko,3850108072792,PIĆE,2.59,1.3,,,2.59
SOK 100% VINDI NARAN  1L,03142008,VINDI,1.00 l,ko,3850108075397,PIĆE,2.89,2.89,,,2.89
NAPITAK PROTEIN ČOK 0.5 L POLLEO VIN,90839706,VINDIJA,0.50 l,ko,3850108023787,HRANA,3.09,6.18,,,3.09
NAPITAK PROTEIN VAN 0.5 L POLLEO VIN,90839709,VINDIJA,0.50 l,ko,3850108023770,HRANA,3.09,6.18,,,3.09
PURICA SMRZNUTA VINDON,02440052,VINDIJA,1.00 kg,kg,3850339407011,HRANA,6.59,6.59,,,6.59
NAPITAK PROTEIN BIJ ČOK/MALINA 0.5L VIN,90707830,VINDIJA,0.50 l,ko,3850108023732,HRANA,2.65,5.3,,,2.65
NAPITAK PROTEIN NOUGAT UHT 0.5L VINDIJA,90707833,VINDIJA,0.50 l,ko,3850108023633,HRANA,2.59,5.18,,,2.59
PUDING PROTEIN KOK BAD 180g VINDIJA,90412467,VINDIJA,0.18 kg,ko,3850108040920,HRANA,1.35,7.5,,,1.35
SAPUN LAHOR WILD ROSE 80g,90571762,LAHOR,0.08 kg,ko,3850105176929,KOZMETIKA,0.89,11.13,,,0.89
SAPUN LAHOR ANTIBACTERIAL 80g,90571736,LAHOR,0.08 kg,ko,3850105177223,KOZMETIKA,0.89,11.13,,,0.89
SAPUN LAHOR SENSITIVE 80g,90571758,LAHOR,0.08 kg,ko,3850105176950,KOZMETIKA,0.89,11.13,,,0.89
SAPUN LAHOR NATURAL 80g,90571745,LAHOR,0.08 kg,ko,3850105177049,KOZMETIKA,0.89,11.13,,,0.89
SAPUN LAHOR AROMATHERAPY 80g,90571742,LAHOR,0.08 kg,ko,3850105177162,KOZMETIKA,0.89,11.13,,,0.89
SAPUN LAHOR ORCHID&ALMOND 80g,90571753,LAHOR,0.08 kg,ko,3850105177018,KOZMETIKA,0.89,11.13,,,0.89
ŠEĆER KOCKA SMEĐI 250 g LARA,90890572,LARA,0.25 kg,ko,3859892259907,HRANA,1.85,7.4,,,1.85
ŠEĆER KOCKA BIJELI 250 g LARA,90890582,LARA,0.25 kg,ko,3859892259648,HRANA,1.55,6.2,,,1.55
ŠEĆER KOCKA SMEĐA 500g LARA,04120040,LARA,0.50 kg,ko,3859892259877,HRANA,2,4,,,2.5
PIVO LAŠKO ZLATOROG 4PACK 0.5L LIM,90514621,LAŠKO,2.00 l,ko,3830001712667,PIĆE,5.49,2.75,,,5.49
PIVO LAŠKO ZLATOROG 0.5L LIM,03040303,LAŠKO,0.50 l,ko,3830001710991,PIĆE,1.49,2.98,,,1.49
PIVO LAŠKO ZLATOROG 0.5L PB,03040301,LAŠKO,0.50 l,ko,3830001711011,PIĆE,1.25,2.5,,,1.25
PIVO LAŠKO ZLATOROG 6PACK 0.5L LIM,90622746,LAŠKO,3.00 l,ko,3830001711066,PIĆE,7.79,2.6,,,7.79
LISTOVI ZA PITE I SAVIJ 500g LAURA,90453454,LAURA,0.50 kg,ko,3859893592065,HRANA,2.15,4.3,,,2.15
REZANCI ŠIROKI 400g LAURA PTO,90412464,LAURA,0.40 kg,ko,3859893592003,HRANA,2.15,5.38,,,2.15
REZANCI 400g LAURA PTO,90412465,LAURA,0.40 kg,ko,3859893592010,HRANA,2.15,5.38,,,2.15
TIJEST SVRDLA 400g LAURA,90669612,LAURA,0.40 kg,ko,3859893592072,HRANA,2.15,5.38,,,2.15
KRPICE MALE 400g LAURA,90669602,LAURA,0.40 kg,ko,3859893592027,HRANA,2.15,5.38,,,2.15
REZANCI SITNI 400g LAURA PTO,90412466,LAURA,0.40 kg,ko,3859893592041,HRANA,2.15,5.38,,,2.15
KAVA LAVAZZA CREME E GUSTO 250g,90306718,LAVAZZA,0.25 kg,ko,8000070038769,HRANA,7.39,29.56,,,7.39
KAVA LAVAZZA QUALITY ROSSA 250g,90306722,LAVAZZA,0.25 kg,ko,8000070035805,HRANA,8.29,33.16,,,8.29
KAVA LAVAZZA CREME E GUSTO FORTE 250g,90623251,LAVAZZA,0.25 kg,ko,8000070038417,HRANA,7.39,29.56,,,7.39
KAVA CLAS ESP NS 10/1 57g LAVAZZA,90725313,LAVAZZA,0.06 kg,ko,8000070053625,HRANA,,82.11,4.68,5.79,5.79
LAVOV 0.10L 32% BADEL 1862,03070100,LAVOV,0.10 l,ko,3850112110404,PIĆE,1.75,17.5,,,1.75
SLAD KOR KING JOG-ŠUM VOĆE 167 ml LE,90885996,LEDO,0.17 l,ko,3850116066332,HRANA,2.79,16.71,,,2.79
SLAD PLAZMA SENDVIČ 129ml LEDO,90378017,LEDO,0.13 l,ko,3850116033983,HRANA,1.99,15.43,,,1.99
PAN RIBLJI OBLICI MORSKO BLAGO 352 g,90825021,LEDO,0.35 kg,ko,3850116066004,HRANA,,11.33,3.99,4.99,4.99
SLAD LEDO KESTEN 60 ml,90824992,LEDO,0.06 l,ko,3850116064413,HRANA,,18,1.08,1.4,1.4
SLAD LEDO M6 MACHO MIXBOX 450ml,90598873,LEDO,0.45 l,ko,3850116042350,HRANA,8.19,18.2,,,8.19
SLAD KORNET ŠUM VOĆE STRAC 120ML LED,02350866,LEDO,0.12 l,ko,3850116037851,HRANA,1.79,14.92,,,1.79
RIŽOTO S PILET I POVRĆEM 600g LEDO,02434779,LEDO,0.60 kg,ko,3850116813912,HRANA,5.09,8.48,,,5.09
SLAD CEDEVITA 114ML LEDO,90232724,LEDO,0.11 l,ko,3850116107233,HRANA,1.49,13.07,,,1.49
KESTEN BLOK 250g LEDO,02351424,LEDO,0.14 kg,ko,3850116888132,HRANA,3.59,25.64,,,3.59
SLAD MACHO BANANA CRUNCH 75 ml LEDO,90885989,LEDO,0.08 l,ko,3850116065977,HRANA,1.99,26.53,,,1.99
SLAD LEDO SILK MILK 65 ml,90764888,LEDO,0.07 l,ko,3850116064055,HRANA,1.3,20,,,1.3
LOSOS FILET S KOŽOM 400g LEDO,02191011,LEDO,0.40 kg,ko,3850116765716,HRANA,,20.35,8.14,10.19,10.19
MAHUNA ZELENA 400g LEDO,90668442,LEDO,0.40 kg,ko,3850116053196,HRANA,2.05,5.13,,,2.05
OKRUGLICE NOUGAT MILK 500g LEDO,90335076,LEDO,0.50 kg,ko,3850116008240,HRANA,3.09,6.18,,,3.09
PIZZA LEDO CAPRICCIOSA 330g,90485042,LEDO,0.33 kg,ko,3850116038155,HRANA,4.09,12.39,,,4.09
MAHUNA ŽUTA 400g LEDO,90668455,LEDO,0.40 kg,ko,3850116053226,HRANA,1.6,4,,,1.6
TORTA ROĐENDANSKA 1000g LEDO,02351416,LEDO,1.00 kg,ko,3850116875873,HRANA,18.59,18.59,,,18.59
POMMES FRITES LEDO 500 g,90886971,LEDO,0.50 kg,ko,3850116068053,HRANA,3.09,6.18,,,3.09
PAPALINA 500g LEDO,02196785,LEDO,0.50 kg,ko,3850116887678,HRANA,,4.16,2.08,2.55,2.55
OKRUGLICE SA ŠLJIVAMA 500g LEDO,02373655,LEDO,0.50 kg,ko,3850116876658,HRANA,3.39,6.78,,,3.39
TORTA SLADOLEDNA OD ČOKOLADE 1kg LED,02351374,LEDO,1.00 kg,ko,3850116875699,HRANA,18.59,18.59,,,18.59
MEDALJONI PILEĆI LEDO 300g,90568750,LEDO,0.30 kg,ko,3850116039077,HRANA,5.09,16.97,,,5.09
GRAŠAK 400g LEDO,90668440,LEDO,0.40 kg,ko,3850116053165,HRANA,1.19,2.98,,,1.19
SLAD LEDO MEDO 70 ml,90885974,LEDO,0.07 l,ko,3850116066301,HRANA,1.29,18.43,,,1.29
SLAD KORNET TIRAMISU 110 ml LEDO,90885773,LEDO,0.11 l,ko,3850116065946,HRANA,1.79,16.27,,,1.79
MJEŠAVINA ČETIRI GODIŠNJA DOBA 400g,90730626,LEDO,0.40 kg,ko,3850116059754,HRANA,3.09,7.73,,,3.09
SLAD SNJEGULJICA 65ML LEDO,02350046,LEDO,0.07 l,ko,3850116500171,HRANA,0.99,15.23,,,0.99
MJEŠAVINA BULGUR 400g LEDO,90411986,LEDO,0.40 kg,ko,3850116036052,HRANA,,6.2,2.48,3.09,3.09
GRAŠAK XXL 700g LEDO,90706763,LEDO,0.70 kg,ko,3850116058627,HRANA,2.49,3.56,,,2.49
ZELENA MJEŠAVINA S JEČMOM 400g LEDO,90568774,LEDO,0.40 kg,ko,3850116041445,HRANA,,6.2,2.48,3.09,3.09
KESTEN DESERT PREMIUM 140g ČAŠICA LEDO,02351421,LEDO,0.14 kg,ko,3850116887937,HRANA,2.55,18.21,,,2.55
KREMA RUKE OLEA MEDIT SMILJE 75ml,90735115,OLEA,0.08 l,ko,3850334099860,KOZMETIKA,1.45,19.33,,,1.45
MLIJEKO OLEA SPF30 200ml,90360478,OLEA,0.20 l,ko,3850334153760,KOZMETIKA,6.29,31.45,,,6.29
SAPUN TEK K PLUS OLEA MILK/HON 500ml,90097699,OLEA,0.50 l,ko,3850334567574,KOZMETIKA,1.55,3.1,,,1.55
GEL TUŠ K PLUS OLEA MI&HO 300ml,06520183,OLEA,0.30 l,ko,3850334103215,KOZMETIKA,1.26,4.2,,,1.26
SAPUN TEK K PLUS OLEA ORH/CAS 500ml,90097689,OLEA,0.50 l,ko,3850334567482,KOZMETIKA,1.55,3.1,,,1.55
GEL TUŠ K PLUS OLEA ŠIP/ŠLJI 300ml,90089201,OLEA,0.30 l,ko,3850334103192,KOZMETIKA,1.26,4.2,,,1.26
GEL TUŠ K PLUS OLEA KOK/VAN 300ml,06524213,OLEA,0.30 l,ko,3850334103130,KOZMETIKA,1.26,4.2,,,1.26
MLIJEKO TIJ OLEA RICH 500ml,90735096,OLEA,0.50 l,ko,3850334100085,KOZMETIKA,2.09,4.18,,,2.09
MLIJEKO OLEA DJEČJ SPF50 200ml,90360515,OLEA,0.20 l,ko,3850334153890,KOZMETIKA,7.29,36.45,,,7.29
MLIJEKO OLEA DJ F30 SPRAY 200ml,90360513,OLEA,0.20 l,ko,3850334153876,KOZMETIKA,8.39,41.95,,,8.39
MLIJEKO OLEA SPF30 SPRAY 200 ml,90360508,OLEA,0.20 l,ko,3850334153852,KOZMETIKA,6.79,33.95,,,6.79
MLIJEKO OLEA SPF20 200ml,90360474,OLEA,0.20 l,ko,3850334153746,KOZMETIKA,5.79,28.95,,,5.79
SAPUN TEK K PLUS OLEA ALOE/JOG 500ml,06514017,OLEA,0.50 l,ko,3850334567543,KOZMETIKA,1.55,3.1,,,1.55
MLIJEKO TIJ OLEA HYDRATING 500ml,90735094,OLEA,0.50 l,ko,3850334100108,KOZMETIKA,2.09,4.18,,,2.09
ŠAMPON OLEA VOĆE I VITAMIN 500ml,90735084,OLEA,0.50 l,ko,3850334073341,KOZMETIKA,1.45,2.9,,,1.45
VLAŽNE MARAMICE UNIVERZALNE OLEA 20/1,90382174,OLEA,20.00 ko,ko,3850334520128,TOALETNE POTREPŠTINE,0.95,0.05,,,0.95
ULJE OLEA SPF6 SPRAY 200ml,90360488,OLEA,0.20 l,ko,3850334153814,KOZMETIKA,6.29,31.45,,,6.29
SAPUN TEK K PLUS OLEA SH/ALM 500ml,90097695,OLEA,0.50 l,ko,3850334567604,KOZMETIKA,1.55,3.1,,,1.55
GEL TUŠ K PLUS OLEA BADEM 300ml,90089137,OLEA,0.30 l,ko,3850334103406,KOZMETIKA,1.26,4.2,,,1.26
SAPUN TEK K PLUS OLEA CO/VA 500ml,06510032,OLEA,0.50 l,ko,3850334567451,KOZMETIKA,1.55,3.1,,,1.55
ŠAMPON OLEA PROTIV PRHUTI 300ml,90735072,OLEA,0.30 l,ko,3850334073716,KOZMETIKA,1.35,4.5,,,1.35
SAPUN TEK K PLUS OLEA OCEAN 500ml,90097701,OLEA,0.50 l,ko,3850334567420,KOZMETIKA,1.55,3.1,,,1.55
GEL TUŠ K PLUS OLEA ROSE/JOG 300ml,06524214,OLEA,0.30 l,ko,3850334103154,KOZMETIKA,1.26,4.2,,,1.26
ŠAMPON OLEA NORMALNA KOSA 300ml,90735075,OLEA,0.30 l,ko,3850334073389,KOZMETIKA,1.35,4.5,,,1.35
GEL TUŠ K PLUS OLEA SPA MIN 300ml,90089204,OLEA,0.30 l,ko,3850334103420,KOZMETIKA,1.26,4.2,,,1.26
GEL TUŠ K PLUS OLEA ORH/KAŠ 300ml,90089196,OLEA,0.30 l,ko,3850334103178,KOZMETIKA,1.26,4.2,,,1.26
SAPUN TEK K PLUS OLEA ROS/JOG 500ml,06514016,OLEA,0.50 l,ko,3850334567390,KOZMETIKA,1.55,3.1,,,1.55
ŠAMPON OLEA 7 TRAVA 500ml,90735082,OLEA,0.50 l,ko,3850334073310,KOZMETIKA,1.45,2.9,,,1.45
ŠAMPON OLEA OBOJANA KOSA 300ml,90735079,OLEA,0.30 l,ko,3850334073402,KOZMETIKA,1.35,4.5,,,1.35
